"catalog_index","source_file_name","object_title","object_kind","xml_root_name","closest_folder","closest_level_object","original_path","object_signature","subject_area","owner_id","creator_id","item_type_code","created_year","created_month","created_day","created_hour","created_minute","created_second","web_catalog_build","web_catalog_description"
43,"Annual Stats FY 2025-2026.catalog","eResources - Library Categories","dashboard_page","dashboardPage","UCLA preparation review reports dashboard","UCLA preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCLA preparation review reports dashboard/eResources - Library Categories","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,8,20,48,53,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
44,"Annual Stats FY 2025-2026.catalog","dashboard layout","dashboard","dashboard","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/dashboard layout","dashboarditem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,55,10,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
45,"Annual Stats FY 2025-2026.catalog","dashboard layout","dashboard","dashboard","UCLA FY 2025-26 annual statistics NZ-level output","UCLA FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCLA FY 2025-26 annual statistics NZ-level output/dashboard layout","dashboarditem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,34,54,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
46,"Annual Stats FY 2025-2026.catalog","dashboard layout","dashboard","dashboard","UCSF FY 2025-26 annual statistics NZ-level output","UCSF FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSF FY 2025-26 annual statistics NZ-level output/dashboard layout","dashboarditem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,22,36,1,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
47,"Annual Stats FY 2025-2026.catalog","UCD Risk Management Report","report","report","Risk Management","Risk Management","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,17,9,19,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
48,"Annual Stats FY 2025-2026.catalog","eResources - Library Categories","dashboard_page","dashboardPage","UCSB preparation review reports dashboard","UCSB preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCSB preparation review reports dashboard/eResources - Library Categories","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,12,22,45,41,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
49,"Annual Stats FY 2025-2026.catalog","dashboard layout","dashboard","dashboard","UCSC preparation review reports dashboard","UCSC preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCSC preparation review reports dashboard/dashboard layout","dashboarditem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,12,22,31,31,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
50,"Annual Stats FY 2025-2026.catalog","dashboard layout","dashboard","dashboard","UCD FY 2025-26 annual statistics NZ-level output","UCD FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCD FY 2025-26 annual statistics NZ-level output/dashboard layout","dashboarditem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,30,6,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
51,"Annual Stats FY 2025-2026.catalog","UCB Check-Out Type Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,57,4,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
52,"Annual Stats FY 2025-2026.catalog","UCD eResources Library Categorization Report","report","report","Electronic preparation review reports","Electronic preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCD eResources Library Categorization Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,27,21,30,21,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
53,"Annual Stats FY 2025-2026.catalog","Fulfillment - Check-out Type","dashboard_page","dashboardPage","UCI preparation review reports dashboard","UCI preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCI preparation review reports dashboard/Fulfillment - Check-out Type","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,12,22,6,41,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
54,"Annual Stats FY 2025-2026.catalog","Fulfillment - Check-out Type","dashboard_page","dashboardPage","UCB preparation review reports dashboard","UCB preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCB preparation review reports dashboard/Fulfillment - Check-out Type","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,8,20,49,41,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
55,"Annual Stats FY 2025-2026.catalog","UCD Library categorization report","report","report","Physical preparation review reports","Physical preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,49,12,"22.4.0.0.4 (Build BIPS-20251201174826.81 )","Report listing UCD libraries and locations (at UCD campus, SLF-N, and SLF-S) and how each library is categorized for annual stats reporting (General, Affiliates, Law, Health Science, Special (ARL only))"
56,"Annual Stats FY 2025-2026.catalog","UCD eResources Comparison Report","report","report","eResources Comparison","eResources Comparison","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCD eResources Comparison Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,8,21,30,25,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
57,"Annual Stats FY 2025-2026.catalog","Electronic - UCB eResources Managed By designator","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCB eResources Managed By designator","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,20,22,21,42,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
58,"Annual Stats FY 2025-2026.catalog","Fulfillment - Check-out Type","dashboard_page","dashboardPage","UCSB preparation review reports dashboard","UCSB preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCSB preparation review reports dashboard/Fulfillment - Check-out Type","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,12,22,45,53,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
59,"Annual Stats FY 2025-2026.catalog","Fulfillment - Check-out Type","dashboard_page","dashboardPage","UCLA preparation review reports dashboard","UCLA preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCLA preparation review reports dashboard/Fulfillment - Check-out Type","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,8,20,49,18,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
60,"Annual Stats FY 2025-2026.catalog","UCB User Group Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB User Group Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,22,44,51,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
61,"Annual Stats FY 2025-2026.catalog","UCB - Electronic (details)","dashboard_page","dashboardPage","UCB FY 2025-26 annual statistics NZ-level output","UCB FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCB FY 2025-26 annual statistics NZ-level output/UCB - Electronic (details)","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,15,17,55,17,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
62,"Annual Stats FY 2025-2026.catalog","Fulfillment - Check-out Type","dashboard_page","dashboardPage","UCD preparation review reports dashboard","UCD preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCD preparation review reports dashboard/Fulfillment - Check-out Type","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,7,21,35,27,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
63,"Annual Stats FY 2025-2026.catalog","UCB","dashboard_page","dashboardPage","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/UCB","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,55,9,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
64,"Annual Stats FY 2025-2026.catalog","eResources - Library Categories","dashboard_page","dashboardPage","UCSC preparation review reports dashboard","UCSC preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCSC preparation review reports dashboard/eResources - Library Categories","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,21,22,5,56,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
65,"Annual Stats FY 2025-2026.catalog","UCD Electronic Holdings and Titles Report","report","report","Electronic","Electronic","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCD Electronic Holdings and Titles Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,3,17,34,39,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
66,"Annual Stats FY 2025-2026.catalog","UCI Physical Collection Usage","report","report","Physical Collection Usage","Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,10,22,56,22,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
67,"Annual Stats FY 2025-2026.catalog","UCI Risk Management Report","report","report","Risk Management","Risk Management","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,17,10,57,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
68,"Annual Stats FY 2025-2026.catalog","UCI - eResources Comparison (details)","dashboard_page","dashboardPage","UCI FY 2025-26 annual statistics NZ-level output","UCI FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCI FY 2025-26 annual statistics NZ-level output/UCI - eResources Comparison (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,21,20,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
69,"Annual Stats FY 2025-2026.catalog","UCSC - eResources Comparison (details)","dashboard_page","dashboardPage","UCSC FY 2025-26 annual statistics NZ-level output","UCSC FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSC FY 2025-26 annual statistics NZ-level output/UCSC - eResources Comparison (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,42,11,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
70,"Annual Stats FY 2025-2026.catalog","eResources - Library Categories","dashboard_page","dashboardPage","UCSF preparation review reports dashboard","UCSF preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCSF preparation review reports dashboard/eResources - Library Categories","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,14,17,30,4,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
71,"Annual Stats FY 2025-2026.catalog","UCSB - eResources Comparison (details)","dashboard_page","dashboardPage","UCSB FY 2025-26 annual statistics NZ-level output","UCSB FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSB FY 2025-26 annual statistics NZ-level output/UCSB - eResources Comparison (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,18,14,49,33,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
72,"Annual Stats FY 2025-2026.catalog","UCSD - Electronic (details)","dashboard_page","dashboardPage","UCSD FY 2025-26 annual statistics NZ-level output","UCSD FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSD FY 2025-26 annual statistics NZ-level output/UCSD - Electronic (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,22,26,50,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
73,"Annual Stats FY 2025-2026.catalog","SLF-N added","dashboard_page","dashboardPage","SLF FY 2025-26 annual statistics NZ-level output","SLF FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/SLF FY 2025-26 annual statistics NZ-level output/SLF-N added","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,23,23,19,43,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
